organization_name,coursera_name,coursera_code,star,reviews,level,result
University of California San Diego,Code Free Data Science,Code Free Data Science,4.3,200,Beginner level,"['How to design Data Science workflows without any programming involved', 'Essential Data Science skills to design, build, test and evaluate predictive models', 'Data Manipulation, preparation and cclassification and clustering methods', 'Ways to apply Data Science algorithms to real data and evaluate and interpret the results']"
University of Colorado Boulder,"Defining, Describing, and Visualizing Data","Defining, Describing, and Visualizing Data",NaN,NaN,Beginner level,"['Classify types of data with scales of measurement', 'Calculate descriptive statistics and create graphical representations using R software', '', 'Solve problems and make decisions using probability distributions']"
University of Colorado Boulder,Data Driven Decision Making,Data Driven Decision Making,NaN,NaN,Intermediate level,"['Analyze data to answer business and engineering questions.', 'Perform statistical tests to determine changes and differences.', 'Perform statistical tests to determine relationships.']"
IBM ,AI Workflow: Business Priorities and Data Ingestion,AI Workflow: Business Priorities and Data Ingestion,4.3,151,Intermediate level,[]
University of California San Diego,Machine Learning With Big Data,Machine Learning With Big Data,4.6,2445,Intermediate level,[]
Duke University,Databricks to Local LLMs,Databricks to Local LLMs,NaN,,Beginner level,"['Use Databricks for data engineering and ML workloads', 'Create and design ML pipelines', 'Use Llamafile and other local LLMs like Mixtral']"
University of Colorado Boulder,Predictive Modeling and Analytics,Predictive Modeling and Analytics,3.6,591,Intermediate level,"['Apply exploratory data analysis to gain insights and prepare data for predictive modeling', ' Summarize and visualize datasets using appropriate tools ', 'Identify modeling techniques for prediction of continuous and discrete outcomes', 'Identify appropriate graphs to explore and display datasets  ']"
University of Minnesota,Introduction to Recommender Systems: Non-Personalized and Content-Based,Introduction to Recommender Systems: Non-Personalized and Content-Based,4.4,This,Intermediate level,[]
University of Minnesota,Introduction to Predictive Modeling,Introduction to Predictive Modeling,4.8,98,Intermediate level,[]
Scrimba,Learn Embeddings and Vector Databases,Learn Embeddings and Vector Databases,NaN,NaN,Intermediate level,"['Understand and Create Embedding', 'Utilize Vector Databases', 'Implement Advanced AI Solutions']"
Columbia University,Causal Inference,Causal Inference,3.1,78,Advanced level,[]
Coursera Project Network,Data Analysis with SQL: Inform a Business Decision,Data Analysis with SQL: Inform a Business Decision,4.5,24,Beginner level,['Pull data from a database to answer a business question']
"University of California, Irvine",Data Storytelling,Data Storytelling,NaN,NaN,Advanced level,[]
Duke University,Python and Pandas for Data Engineering,Python and Pandas for Data Engineering,4.6,192,Beginner level,"['Setup a provisioned Python project environment', 'Use Pandas libraries to read and write data into data structures and files', 'Employ Vim and Visual Studio Code to write Python code']"
Board Infinity ,Data Visualization with Tableau,Data Visualization with Tableau,NaN,NaN,Beginner level,"['Delve into the essentials of Tableau, mastering installation, interface navigation, and tapping into its potent data visualization features.', 'Unlock the nuances of visual communication, translating intricate datasets into lucid, captivating visual narratives aligned with desired stories.', 'Differentiate between exploratory and explanatory analysis, leveraging Tableau to unearth insights and effectively disseminate findings.', ""Integrate diverse data effortlessly, leveraging Tableau's unparalleled data blending, joining, and computation to create insightful visuals.""]"
University of Colorado Boulder,Fundamental Tools of Data Wrangling,Fundamental Tools of Data Wrangling,NaN,NaN,Beginner level,"['You will be able to describe the fundamentals of programming in Python.', 'You will be able to identify data structures for efficient organization and manipulation of data.', 'You will practice using NumPy and Pandas for numerical computing, data manipulation, and analysis. ']"
Duke University,Scripting with Python and SQL for Data Engineering,Scripting with Python and SQL for Data Engineering,4.4,80,Intermediate level,"['Extract data from different sources and map it to Python data structures.', 'Design Scripts to connect and query a SQL database from within Python.', 'Apply scraping techniques to read and extract data from a website.']"
MathWorks,Deep Learning for Computer Vision Specialization,Deep Learning for Computer Vision Specialization,NaN,NaN,Beginner level,"['Apply the full deep learning workflow to real-world projects like detecting parking signs', 'Retrain common classification and detection models like ResNet and YOLO', 'Train and calibrate specialized models known as anomaly detectors', 'Generate synthetic training images and use AI-assisted auto-labeling to save time and money']"
IBM,Statistical Analysis Fundamentals using Excel,Statistical Analysis Fundamentals using Excel,4.5,10,Intermediate level,"['Describe the fundamental concepts of statistics and apply them to business and data analytics settings. ', 'Apply data collection, analysis, and interpretation techniques to derive actionable insights for making informed business decisions.', 'Apply descriptive and inferential analysis methods to derive insights and actionable recommendations from data.', 'Apply hypothesis testing, regression analysis, and forecasting to support business decision-making processes.']"
University of Michigan,The Total Data Quality Framework,The Total Data Quality Framework,4.5,15,Beginner level,"['Identify the essential differences between designed and gathered data.', 'Summarize the key dimensions of the Total Data Quality (TDQ) Framework.', 'Describe why data analysis defines an important dimension of the Total Data Quality framework.', 'Define the three measurement dimensions of the Total Data Quality framework.']"
SAS,Predictive Modeling with Logistic Regression using SAS,Predictive Modeling with Logistic Regression using SAS,4.6,52,Intermediate level,[]
Coursera Project Network,Cifar-10 Image Classification with Keras and Tensorflow 2.0,Cifar-10 Image Classification with Keras and Tensorflow 2.0,NaN,NaN,Beginner level,"['Understand the fundamentals of Convolutional Neural Networks (CNNs)', 'Build, train and test Convolutional Neural Networks in Keras and Tensorflow 2.0', 'Evaluate trained classifier model performance using various KPIs such as precision, recall, F1-score']"
MathWorks,Data Science Companion,Data Science Companion,NaN,NaN,Beginner level,"['Background in data science &  core machine learning concepts, such as regression & classification, data processing, & visualizations', 'Ways to integrate multiple tools effectively to solve data science problems', 'Leverage cloud resources from AWS to scale data processing & accelerate machine learning model training']"
Coursera Project Network,Bitcoin Price Prediction using Facebook Prophet,Bitcoin Price Prediction using Facebook Prophet,4.5,54,Beginner level,"['Create a  Facebook Prophet Machine learning model & Forecast the price of Bitcoin for the future 30 days', 'Learn to Visualize Bitcoin using Plotly Express', 'Learn to Extract Financial Data and Analyze it using Google Sheets']"
Coursera Project Network,Real-time data visualization dashboard using Node-red,Real-time data visualization dashboard using Node-red,4.4,14,Intermediate level,"['Learn to work with Node-Red dashboard package.', 'Learn to function node to preprocess the data ', 'Learn to work with APIs in node red']"
